flt,lds,alds,strpk,nrg,flu,entr,danc,bpm,ptch,mfcc1,mfcc2,mfcc3,mfcc4,gen
0.568667244689075,0.729437808132881,0.4992779143413797,0.5628362510189954,-0.438740706623046,-0.4738622648584654,0.3431384485889257,0.2615132085497044,-0.0795412476704812,0.933254075247462,0.3679945499230719,0.518245064260006,1.2129990303870597,0.5959841806816465,0
0.7183226433455492,0.1783732250499305,0.0877125282887485,0.3149791276211845,0.9636277683879728,0.093169611813359,0.3825808671760642,0.5192930307957601,-0.360654112696417,-0.8576860353711471,0.426878271111264,0.5819036787480798,0.5082444454955083,0.5584456461330363,0
0.5854031412574541,0.7291531697351371,0.870328246194318,0.4268285335477386,-0.2534865808724664,0.0957840162673569,0.4781445807293902,0.5396885370107524,-0.1572761265025139,-0.7567099263608518,0.428000806961295,0.3544408487443967,1.867719756027289,0.5806000011522088,0
0.5381005189902024,0.0088464146177983,0.6330702721522661,0.3595022936564873,0.1814203134691668,0.1984681379071165,0.4719584174030009,0.5226842788862459,-0.049520745661272,-0.7731499916852698,0.3480897063149943,0.4652829167531245,1.5310432118772492,0.4132004899145649,0
0.8393493007281212,-0.7887565683111517,0.2448325886380784,0.5740621400335439,-0.7427168069744674,-0.660078161513839,0.3214690057474323,0.4654557742972619,-0.3645015353859031,-1.9443000654659448,0.1722507980748888,0.3891803444805184,0.3383147751789795,0.9433040458188892,0
0.5155075652950845,-0.0404889292101855,0.837016189868276,0.2147402967538142,0.4649533730037223,0.2754461243775323,0.5828095093878369,0.7187879596671233,-0.358758291206502,-1.760321126367253,0.4448351136817119,0.3042640972239804,0.1305432230565225,0.879985135771022,0
0.4293385596447717,0.4222843324866562,0.7637657401497124,0.6423844632103366,0.3284703211136103,0.2838240102289832,0.3845660709145555,0.5057895364769495,-0.9951424566077048,0.644860248069837,0.5024628894861336,0.709930940366748,0.0182790753140775,0.2318158243952733,0
0.6252590040330008,-0.382564671811513,0.7668233428112732,0.5629414511612182,1.132603338581596,1.1124128981038608,0.3768765441193524,0.5364820782402707,1.2801339366912274,-1.2416933744764511,0.4956976244682964,0.3209653268980686,1.8370927770554373,0.3954745443624171,0
0.6803131234156168,3.423691502729089e-05,0.3626665892957312,0.4789370769029805,-0.3583598180154365,-0.676321763778178,0.2237029056387043,0.3755475047783981,-0.146031694538084,-0.1359871845844482,0.2061952052230378,0.5922959946838056,2.207401130003178,0.293976429164753,0
0.4843735870316887,0.5153334763017792,0.5742354784425228,0.415659820042094,0.5846936571514086,0.4988762164344132,0.5186559971515221,0.4721025811958664,-0.2431431360916871,0.405541424373491,0.5659841801805165,0.5237828278799606,1.569799051805299,0.3455522047031033,0
0.6721959411518605,1.04883692828331,0.4992779143413797,0.6061153520258012,-1.1418626311617728,-1.146159363108716,0.2401654177290479,0.418313834353791,-0.0220196272048605,-0.0002089521656141,0.164786015343104,0.6091192761038036,1.4403482813465178,0.3261903355351268,0
0.4266882234879645,0.8301696081032447,0.4541446643068534,0.4342592540848879,-0.8782722127202495,-0.446463000139121,0.4932008613645138,0.4012432567395707,-0.241094092559815,-0.3166587629228602,0.418641770192246,0.5374824126951696,-0.6971445370913499,0.6659195183682448,0
0.4294051613374605,1.4078050436834688,0.911005048453548,0.5669759394840722,0.5172505917299062,0.6230156469278149,0.4634642773828377,0.6568210554540154,-0.2372700835756179,-0.2954340977053494,0.6102692883539174,0.5451180666519784,-0.0616140780317762,0.4751985497849339,0
0.4383004158567103,1.1311508433167978,0.9442552080311026,0.4334705324342656,1.4157867798021178,1.409604390534981,0.4705871098178367,0.9308570244294826,-0.2160868780357424,-1.5109214232674688,0.629258063247514,0.5387325362217228,0.0482311895847933,0.2809982382008549,0
0.7668456847224936,1.1731813284639705,0.7217847540571389,0.5115605421230172,0.1993284755917319,0.279957536022705,0.1876453740196422,0.7041416841116116,0.1670784089978968,-0.248011557768022,0.2756528672335645,0.797974841474715,1.313889095705433,0.6056520629012345,0
0.793927019744979,-0.1652707383520207,0.542402174123291,0.3915979768881015,-0.5775177760651145,-0.1286834664361903,0.2650617715951613,0.5993010009421501,-0.3243845616097521,-0.3581005529938241,0.2023675717523709,0.7818183561135779,-0.0682609329507083,0.4451523342676644,0
0.6025591351619672,0.292072974941802,0.8753999110234245,0.5693176555317043,0.7569023698841268,0.5625548998207323,0.2450274752633956,0.6434078894609573,-0.0796211297238165,0.1363431880690913,0.4070367541752868,0.7197550982802354,1.4977425282833765,0.5204126765643252,0
0.4961466661795762,-0.048620606953889,0.748644557921816,1.0,-1.5691590527207893,-1.074957909805283,0.3981249906210307,0.3517417598772009,0.4642819986636264,0.0739815502458312,0.3984979389840455,0.1719488291001847,-0.3025963896034662,0.7496069581197173,0
0.7202683379995518,1.2833379367411335,0.938220275053676,0.3718759539438527,1.6527100953875495,0.2327191315656268,0.2488568230464802,0.9209576106288296,-0.7822550628750313,-2.3995762832941603,0.3477325358172578,0.6618111143522263,0.8705706837678576,0.6189123977019918,0
0.4875292001977492,-0.5197554764147342,0.5497335538404986,1.0,-1.1744528169075017,-0.8547723076276982,0.3902908571763781,0.4442118902776514,1.006895307345072,0.5770228473984301,0.4564131049405135,0.3287242417594827,-0.4448183858642045,0.8439659291717989,0
