zcr,flt,lds,alds,strpk,nrg,cntr,flu,entr,danc,bpm,tufre,ptch,tmpo,edmk,edm,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,gen
0.0599809139966964,0.1851527094841003,0.38875605983220707,0.8581749200820923,0.2584451822103618,0.0249166656285524,-0.4536821406914333,0.0749559327960014,-0.7031141445703214,-0.9093794152677839,-0.04792484057697907,0.9100636279353307,0.5604081153869629,0.17915590008613305,3,0,-0.612439311687008,0.11865565855967916,0.9676773384668307,0.41153866263965655,-0.44028601703823356,0
0.0460357666015625,0.2155219912528991,-0.025587033473747287,0.8782354593276978,-0.7216297172771362,0.0383426509797573,-0.4640259124615695,0.0843429192900657,-0.5348840050971425,0.14826004323133488,-0.24913705872744893,-0.130843673401999,0.4726819694042206,0.0,8,0,-0.36276094190795016,0.3843243351524207,0.39913158315737146,0.26247191804288134,0.4911953955420904,0
0.0689797848463058,0.1885488927364349,0.3885420414434095,0.974700689315796,-0.2793555805953254,0.026690250262618,-0.04311843346687912,0.0843861997127533,-0.12728484065611162,0.2319403404752742,-0.10356515215079556,-0.130843673401999,0.4776281118392944,0.17915590008613305,5,0,-0.3580011727323819,-0.564954085483636,1.4958593431758347,0.3504475841433457,0.2659271496638381,0
0.0657698884606361,0.1789498627185821,-0.15305351415332383,0.9454562664031982,-0.5455765263148626,0.030853958800435,-0.3094986658603353,0.086086094379425,-0.15367011712954073,0.16217392432104227,-0.026437059152580992,-0.130843673401999,0.4768228232860565,0.17915590008613305,10,1,-0.6968396994765025,-0.10237308595217008,1.2242527098990634,-0.3143013328654755,0.6408685063722238,0
0.0634852349758148,0.2400816977024078,-0.7527677714694958,0.8976020812988281,0.30283451384128235,0.0220064613968133,0.8455207213145463,0.07187320291996,-0.7955388366179645,-0.07262771405712766,-0.2518909293247356,-0.130843673401999,0.4194560348987579,0.0,11,0,-1.4424306890949172,-0.41997455785907967,0.2620444398726417,1.7907571710967642,0.23298445809538185,0
0.0747701451182365,0.1743651181459427,-0.19014854729197614,0.9705946445465088,-1.1179933994675586,0.0335684455931186,1.3066149576707327,0.0873604342341423,0.3191329039165372,0.9667636278269951,-0.24778008615642153,-0.130843673401999,0.4284679293632507,0.0,11,0,-0.28662045538809205,-0.7743584415060129,0.09442916419272733,1.5393157148505434,0.9212105602481458,0
0.0572849623858928,0.1568790078163147,0.15780868065764184,0.9615657925605774,0.5729941651044619,0.0322617851197719,-0.503450645709031,0.087499126791954,-0.5264166972146095,0.09285683791156137,-0.7032849222812201,-0.2219865632024791,0.546281635761261,-0.45315904139433494,4,0,-0.042267537017737326,0.918624891888486,0.0038624533961980783,-1.0345857534978942,0.6635259026903356,0
0.0738747343420982,0.1966367661952972,-0.44735382900580783,0.9619426727294922,0.2588611638751275,0.0399603880941867,-0.28739222795719216,0.101216085255146,-0.5592141323511443,0.2187846276341232,0.9252901696443687,0.7875512770037719,0.4538720250129699,1.2461873638344225,11,1,-0.07095356953559429,-0.7046586275740322,1.4711516800180593,-0.3846916405887746,0.5458042839401137,0
0.0719503909349441,0.2078087925910949,-0.1596793527214655,0.9121263027191162,-0.07330834381948,0.025686215609312,-0.8619176685066506,0.0716042965650558,-1.2125316389407719,-0.44151047865830056,-0.09551672257359982,0.9784033325289881,0.5080331563949585,0.17915590008613305,2,0,-1.2984998357308812,0.42769494325598223,1.7698900589339948,-0.7877439652774704,0.5454782758135273,0
0.0573605634272098,0.168047159910202,0.22777193226444153,0.938204288482666,-0.3235188292298245,0.0347148142755031,-0.6716653066273622,0.0910592302680015,0.04550479748168578,-0.045356668605486164,-0.16502620077192917,-0.130843673401999,0.5345590114593506,0.08754208754208762,0,0,0.22707502467511134,0.14176659718169962,1.2555181585487323,-0.5829348790410309,0.4009333486304433,0
0.0523248165845871,0.2061615884304046,0.6289108865168463,0.8306775093078613,0.4295790999597242,0.0181851219385862,-0.9542209119969692,0.0638263225555419,-1.142315592251878,-0.2660453966359413,-0.00675257745615332,-0.10473526460838678,0.5146840214729309,0.27513227513227473,6,0,-1.4740828120521297,0.497904119920288,1.1510865058235433,-0.6598214927803461,0.2705345374346613,0
0.0647933259606361,0.1563411802053451,0.46449586760663364,0.9234018921852112,-0.2499730775478834,0.0207086820155382,0.21951449754860053,0.0754095166921615,-0.06306666433920435,-0.3360839136418913,-0.16355955642572745,0.9373753794180775,0.4991832673549652,0.08754208754208762,7,1,-0.3976852992795182,0.19893954379693735,-0.5732903126888316,0.6892541687609082,-0.28345340046261863,0
0.0565320812165737,0.1568925231695175,0.898817470788697,0.9797145128250122,0.27481430931351114,0.0340691283345222,-0.03689523653559666,0.0931143090128898,-0.18989939544166506,0.7125209084171714,-0.160822444661502,0.652170461905793,0.50022292137146,0.08754208754208762,3,0,0.4148524509502901,0.23080568002906607,-0.060589646933255775,-0.06810501573902471,1.3844649912540423,0
0.0567817687988281,0.1586976200342178,0.6908023657084331,0.983812928199768,-0.2530918351686467,0.0426715277135372,0.1789080351493865,0.1061359718441963,-0.15951902991370934,1.8368573724242145,-0.1456601369036467,-0.130843673401999,0.4406843483448028,0.08754208754208762,6,0,0.4953685301631217,0.20415672713571462,0.028025683825950963,-0.8392807847353091,1.7819478302799756,0
0.0359472781419754,0.2253686785697937,0.7224049069779163,0.956391215324402,0.055691133613911495,0.0310254078358411,-1.0657917804387296,0.0874351188540458,-1.3663245297071471,0.9066717291958662,0.12859816612772443,-0.130843673401999,0.5025458335876465,0.3757904245709121,2,0,-1.0039859111773044,1.286061520497453,1.0490682504514361,0.4499301381447223,-1.487775610308115,0
0.0394807308912277,0.2308642417192459,-0.2839714536723678,0.934280514717102,-0.4186640007195433,0.0235880427062511,-0.7570924660385164,0.0806702300906181,-1.0361274518360768,0.4765230759386445,-0.22317639404994893,-0.130843673401999,0.4971533119678497,0.0,5,0,-1.3147297421597486,1.2186351066679875,-0.06595185561033472,-0.1874195171832025,-1.1780050471407226,0
0.0397078767418861,0.1920303255319595,0.0599033201518638,0.9753258228302002,0.2840739064900977,0.0363635048270225,-1.021237837387855,0.0921134054660797,-1.1215779030728321,0.6574883093019634,-0.04798201777212635,-0.130843673401999,0.5213727951049805,0.17915590008613305,0,1,-0.44689281235624284,0.9596243866544816,1.197388092467574,0.11144175586075418,-0.9451064673359475,0
0.1143309846520423,0.1704362481832504,-0.19626272086350854,0.9597019553184508,5.848555950103607,0.0140942744910717,1.8329542085074826,0.0650050342082977,-0.4685850774754016,-0.5391825731112078,0.34132764584543923,0.9920909587370934,0.5183181166648865,0.5925925925925924,4,0,-0.4830990407292781,-1.3265542826839294,-0.2549969956556897,1.0215797205545287,0.8317350605917799,0
0.0492768734693527,0.2159168273210525,0.8052311876405254,0.9830690622329712,-0.49664868556457653,0.0449397824704647,-0.3219514326844274,0.0866531059145927,-1.1052449363148125,1.7962412739245128,-0.5509064649478227,0.9100636279353307,0.3971551060676574,-0.31443688586545715,4,1,-0.6983541714869096,0.717804773543843,0.6914305610188456,0.5025873599777307,0.9254297961727483,0
0.0923801735043525,0.1686875224113464,-0.5505070057794181,0.9351841807365416,2.447264466523713,0.0178731102496385,1.242741267947355,0.0686501190066337,-0.5019992901239956,-0.15978880290865313,0.7297140949241256,0.8964204523806529,0.5429587364196777,0.9629629629629629,3,0,-0.23752753251430045,-0.6722780823861721,-0.3697315628641079,1.3962822710768665,0.3083266546419791,0
0.0565074570477008,0.1927586942911148,-0.49979027459112274,0.9633042812347412,0.3372734314672106,0.0274774748831987,-0.585630326010554,0.0771156102418899,-0.5758997096490769,0.48267885307068736,0.7337278354420611,0.7875512770037719,0.527928352355957,0.9629629629629629,9,0,-0.46144534055336967,0.36102760375952825,0.8249124063286319,0.1499972069556194,0.390300850513293,0
0.0760054141283035,0.1934764236211776,-0.4289402922165946,0.9220083355903624,1.4663772150600687,0.0161508899182081,0.33781031983902354,0.0570185743272304,-0.7188245151605076,0.08064500013171054,0.09576909088321381,0.7468551162702092,0.5210267901420593,0.3757904245709121,9,0,-0.9176332141841056,-0.3310905011113921,0.42719929515466326,0.8566287262161056,0.8951000892228225,0
0.1414090991020202,0.1777004450559616,-0.4918021303949236,0.9769829511642456,0.8062016071296937,0.0250059589743614,1.8528952051260006,0.1012557968497276,1.4351522451283305,1.6956584270370556,0.4242123979998581,0.5982391191150539,0.523091197013855,0.7095516569200775,4,0,-0.1273058672802783,-1.9724438125961066,1.095111909970501,-0.549331516755033,0.47166759299938316,0
0.1194829046726226,0.1847355365753173,-0.9812645139708847,0.887376070022583,0.7488439228023933,0.0186056550592184,1.9779536500198274,0.0748907998204231,0.6661831363718353,-0.20652111491507294,0.08940393821486517,0.2905310583065571,0.496523767709732,0.3757904245709121,6,1,-0.2406084269442803,-2.0742105718686186,0.5845570172650897,1.010028507900448,2.1453329991792156,0
0.0633003935217857,0.1492640525102615,-0.5453531014791083,0.9511176943778992,0.807868295951205,0.02424874342978,-0.28864633574343185,0.0842827335000038,-0.17667591832934756,-0.07879439137165777,-0.07640894189718743,0.9510439553461436,0.5407630801200867,0.17915590008613305,7,0,-0.07758227071497058,0.30709968462632814,-0.06016918289424592,-0.6976178987252832,-0.4503127718386279,0
