Name,flt,lds,alds,strpk,nrg,flu,entr,danc,bpm,ptch,mfcc1,mfcc2,mfcc3,mfcc4
Hablando Claro - Gilberto Santa Rosa Letra (ft. Rosangela)-amqFxXBVG-U-recortado.wav,0.4439807698046788,0.6864126308507845,0.5088250527868041,0.6238564443794077,-0.7018729803815515,-0.32284857954631807,0.47946850647832,0.3583995907750034,1.7429829998111053,-0.05368192028416923,0.4559968699356376,0.51964990561868,0.1282947628806463,0.6392332348370201
Hansel Camacho - A pesar de la distancia-GLc0yzQoeVc-recortado.wav,0.3153344459383324,-0.2081749171565517,0.8543738191024363,0.5099436646013904,-1.0433584436367733,-0.4994257136375814,0.6703995987839916,0.6236294822457248,1.4861486889966984,0.38109407090798225,0.6136876264277382,0.3393986494754943,-0.7094617594558038,0.5272144151282744
HASTA AQUI TE FUI FIEL - EDDIE SANTIAGO-HjfWtuHaRDU-recortado.wav,0.45503956664502765,1.0629881660097324,0.6914404574619325,0.6167957471599113,-0.8953423894587506,-0.7615339251434267,0.4759477132994563,0.3703788156989975,-0.7066541788216524,-0.050847251633448116,0.44051027488004413,0.6545362112120715,-0.7735836141824135,0.5002475850455842
HASTA LAS CUANTAS-MLDIaNV84oI-recortado.wav,0.4481817585042933,-1.0474326713780424,0.6808673184268962,0.48544434149377724,-1.249220434216345,-0.6495943129717991,0.6595015555970842,0.5879388859986898,-1.7619778410259062,1.640657444837178,0.5648943676121215,0.3356513804116835,0.20904469740423168,0.5543193436777755
Hazme Olvidarla - Willie Gonzalez-SYVw2u-jq3Y-recortado.wav,0.43686963278238267,0.4626323097876082,0.18222572553125194,0.620144849500036,-0.4367802681877756,-0.9455531490079391,0.5011848284972744,0.379527609014026,1.7538257732536193,-0.19567870268196935,0.5434424634740102,0.5830163738534722,-0.5531885231916084,0.2907049090640231
Hechizo de Luna Letra - Edgar Joel (Salsa)-rEAYi4PbiXc-recortado.wav,0.5146435671663004,-0.22654503052208796,0.9107955136494256,0.5368887591938001,0.13973665807714644,-0.05095564018563033,0.48469974143734307,0.4773996340394958,-1.0944969674809981,-0.5010444498916851,0.6109689819129821,0.5868685146500201,-0.8809225514684489,0.95208931493048
Hector Lavoe & Wilie Colon   Triste Y Vacia en HQ--PS5Q8O8p_k-recortado.wav,0.7076818511430907,-0.9022030390127644,0.68476724277214,0.6699607440881805,-1.033632430397535,-0.8143397276409646,0.4252404512049792,0.34455847025202274,1.9055214540419096,1.4223940547932667,0.33435767069983807,0.9970619038138713,-2.5062443820708573,1.0081553705636184
Hector Lavoe - El Cantante (salsa)-BNo0vkEYWRc-recortado.wav,0.6306185640330819,-1.1721033535812362,0.5012768720044661,0.37054756953716245,-0.9037694850723381,-0.9835545424361724,0.24291846455834937,0.2606217330726617,-1.552639154066977,0.5449732760770265,0.1745345645119141,0.9685801468682063,-0.8684241124972856,0.607647540427852
Hector Lavoe - El Cantante-PyLZYNB_kVs-recortado.wav,0.727212954027867,-1.2324212494039124,0.5012768720044661,0.3791184221390136,-1.0006133251722,-1.0472289597809081,0.2268556113359203,0.2803095914984105,-1.5473116929645916,0.5096526950828799,0.1485665687093188,0.974766672218576,-0.8623829062946013,0.616481054933809
Hector Lavoe - Escarcha-Zi0aQ4PVAdI-recortado.wav,0.3373414815311918,-0.23664404575123665,0.7504841542817016,0.9225433217242419,-1.0808124831687294,-0.6370847698339027,0.5449449691867084,0.5427423100385543,-1.7318126892691683,0.9951101233252792,0.5575933502208538,0.4889537571877278,-2.045993981622647,0.6598848867354651
Hector Lavoe y Willie Colon - Aires de Navidad-M-mW5W2208o-recortado.wav,0.5160197493499975,-0.8370382480725432,0.8742090960361212,0.4606235125723969,-1.0196759294873932,-0.9710386897690099,0.5466769173970177,0.6952726114317144,-1.5330824740271325,-0.30583941290444483,0.5345774020389781,0.46709628980547707,-0.3888267452587179,0.7870481182780116
Henry Fiol - La Juma de Ayer-i4PA7rvpvhk-recortado.wav,0.4720886149500152,0.38279469490973145,0.8186061083212446,0.3931720693535824,0.2249914893085861,-0.5435532093057338,0.5130389550093322,0.7459770410095049,-1.7006044508214007,-1.4371507945579498,0.5604090348893052,0.4892338383528828,-0.6227243823237297,0.5909142609641294
henry fiol - la ultima rumba-Eoe75B6Lk2I-recortado.wav,0.3174835144249526,0.06603078342615272,0.7697590329559717,0.40638381400652834,-1.4990343625445215,-1.1900127057859626,0.5727740175675438,0.9997132793407738,-1.4959531645657118,-0.3447932466208071,0.48785016103344775,0.2589057675614286,-1.324307981190586,0.9294148603475031
